Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Breast-AdenoCA::SP11292	5441	0.483	144724681.523	2659891.224%	32848745.2	4416897.773%	0.7272	0.248
Breast-AdenoCA::SP13036	25730	0.56	684390012.054	2659891.224%	155337739.332	3195096.109%	0.51742	0.422
Breast-AdenoCA::SP7421	13369	0.545	355600857.798	2659891.224%	80712117.975	4744491.856%	0.64578	0.346
Breast-AdenoCA::SP4875	8206	0.512	218270673.879	2659891.224%	49541829.413	5190857.09%	0.72656	0.274
Breast-AdenoCA::SP8795	5890	0.584	156667593.121	2659891.224%	35559417.43	4637268.915%	0.54695	0.417
Breast-AdenoCA::SP4820	7566	0.503	201247370.043	2659891.224%	45677995.395	5314104.289%	0.70497	0.252
Breast-AdenoCA::SP4593	2186	0.589	58145222.167	2659891.224%	13197405.182	3987768.486%	0.4734	0.434
Breast-AdenoCA::SP8085	4192	0.664	111502640.129	2659891.224%	25308073.411	4119007.233%	0.48424	0.547
Breast-AdenoCA::SP11235	4253	0.658	113125173.776	2659891.224%	25676396.78	4675558.873%	0.48626	0.553
Breast-AdenoCA::SP6730	4541	0.602	120785660.503	2659891.224%	27415117.557	4218084.796%	0.46392	0.449
Breast-AdenoCA::SP10635	2037	0.539	54181984.242	2659891.224%	12297884.578	4317439.817%	0.50618	0.346
Breast-AdenoCA::SP5381	1237	0.505	32902854.447	2659891.224%	7468083.366	4095868.347%	0.59523	0.3
Breast-AdenoCA::SP10084	9084	0.576	241624518.83	2659891.224%	54842439.592	4840200.408%	0.61668	0.406
Breast-AdenoCA::SP9251	5341	0.549	142064790.298	2659891.224%	32245009.548	4884245.356%	0.64847	0.352
Breast-AdenoCA::SP3016	8572	0.528	228005875.761	2659891.224%	51751428.281	4948197.529%	0.67206	0.31
Breast-AdenoCA::SP11045	3972	0.438	105650879.436	2659891.224%	23979792.185	2201489.753%	0.8844	0.326
Breast-AdenoCA::SP2826	3200	0.577	85116519.183	2659891.224%	19319212.537	4669583.355%	0.56531	0.405
Breast-AdenoCA::SP11171	5989	0.51	159300885.433	2659891.224%	36157204.205	5172566.842%	0.71745	0.269
Breast-AdenoCA::SP5784	9305	0.59	247502878.436	2659891.224%	56176587.092	4391446.169%	0.49922	0.428
Breast-AdenoCA::SP8564	5450	0.634	144964071.733	2659891.224%	32902957.111	4313192.205%	0.46381	0.5
Breast-AdenoCA::SP5844	4489	0.435	119402517.066	2659891.224%	27101239.684	3594540.686%	0.64813	0.228
Breast-AdenoCA::SP6519	2320	0.574	61709476.407	2659891.224%	14006411.822	4219870.844%	0.49373	0.404
Breast-AdenoCA::SP6766	1956	0.554	52027472.35	2659891.224%	11808864.732	4364205.062%	0.53836	0.369
Breast-AdenoCA::SP5448	6818	0.529	181351383.684	2659891.224%	41161861.686	3376428.437%	0.60168	0.371
Breast-AdenoCA::SP12049	16453	0.531	437631903.16	2659891.224%	99331155.722	5215874.075%	0.70655	0.319
Breast-AdenoCA::SP2714	12274	0.477	326475048.89	2659891.224%	74101267.615	3910930.575%	0.77549	0.267
Breast-AdenoCA::SP2801	4271	0.666	113603954.197	2659891.224%	25785036.2	4361951.332%	0.40941	0.555
Breast-AdenoCA::SP8891	8066	0.579	214546826.165	2659891.224%	48696375.568	3938212.483%	0.57315	0.42
Breast-AdenoCA::SP9481	2054	0.484	54634165.75	2659891.224%	12400528.246	4150980.299%	0.60241	0.265
Breast-AdenoCA::SP5808	11794	0.598	313707571.013	2659891.224%	71203421.665	5120958.291%	0.60889	0.466
Breast-AdenoCA::SP6429	8785	0.51	233671444.069	2659891.224%	53037416.649	5258717.33%	0.73002	0.27
Breast-AdenoCA::SP5017	3600	0.605	95756084.081	2659891.224%	21734090.757	4501654.941%	0.466	0.453
Breast-AdenoCA::SP8229	3585	0.574	95357100.397	2659891.224%	21643532.7	4285814.449%	0.50827	0.404
Breast-AdenoCA::SP8157	3847	0.529	102326015.405	2659891.224%	23225326.23	4440642.845%	0.63119	0.324
Breast-AdenoCA::SP5279	8393	0.605	223244670.469	2659891.224%	50670420.387	3489358.277%	0.46213	0.471
Breast-AdenoCA::SP8660	8690	0.532	231144547.406	2659891.224%	52463837.424	5100711.57%	0.71541	0.32
Breast-AdenoCA::SP11878	9916	0.478	263754813.817	2659891.224%	59865403.692	3832331.122%	0.72823	0.274
Breast-AdenoCA::SP9433	14273	0.335	379646274.467	2659891.224%	86169208.666	1826829.755%	1.37757	0.231
Breast-AdenoCA::SP2881	9312	0.6	247689070.822	2659891.224%	56218943.208	5109732.066%	0.59924	0.47
Breast-AdenoCA::SP7378	3122	0.674	83041804.028	2659891.224%	18848241.617	4263980.683%	0.48392	0.566
Breast-AdenoCA::SP9816	7388	0.528	196512763.663	2659891.224%	44603299.881	4871336.04%	0.71102	0.311
Breast-AdenoCA::SP4265	4439	0.537	118072571.454	2659891.224%	26799406.886	4889759.592%	0.65696	0.329
Breast-AdenoCA::SP2793	14769	0.551	392839334.94	2659891.224%	89164357.987	5186138.858%	0.71042	0.365
Breast-AdenoCA::SP6825	15024	0.59	399622057.563	2659891.224%	90703165.644	3224706.359%	0.51436	0.46
Breast-AdenoCA::SP4523	3890	0.637	103469768.631	2659891.224%	23484890.467	4708537.617%	0.5032	0.516
Breast-AdenoCA::SP9930	15804	0.412	420369209.114	2659891.224%	95412460.297	2654214.753%	0.92379	0.263
Breast-AdenoCA::SP5820	4520	0.567	120227083.346	2659891.224%	27288331.892	3939207.457%	0.50582	0.402
Breast-AdenoCA::SP10470	11119	0.506	295753305.248	2659891.224%	67128384.02	5051988.686%	0.74888	0.262
Breast-AdenoCA::SP9648	11830	0.511	314665131.854	2659891.224%	71420900.213	5245315.628%	0.69068	0.273
Breast-AdenoCA::SP4535	2041	0.5	54288379.891	2659891.224%	12322022.23	3729103.836%	0.56945	0.313
Breast-AdenoCA::SP11808	3646	0.558	96979634.044	2659891.224%	22011800.516	4105450.447%	0.52445	0.383
Breast-AdenoCA::SP96163	10077	0.493	268037238.689	2659891.224%	60837425.688	4084600.893%	0.73792	0.282
Breast-AdenoCA::SP11948	8446	0.533	224654412.818	2659891.224%	50990731.93	4989996.412%	0.72106	0.321
Breast-AdenoCA::SP4557	4571	0.699	121583627.87	2659891.224%	27596175.066	4249192.585%	0.48337	0.604
Breast-AdenoCA::SP96147	3445	0.595	91633252.683	2659891.224%	20798323.981	4538966.259%	0.49741	0.437
Breast-AdenoCA::SP10150	7844	0.411	208641867.647	2659891.224%	47355948.662	2270569.004%	0.93934	0.289
Breast-AdenoCA::SP4472	6857	0.605	182388741.261	2659891.224%	41397442.23	4818659.104%	0.61019	0.46
Breast-AdenoCA::SP6813	11946	0.463	317750605.674	2659891.224%	72120387.172	2168132.766%	0.80003	0.359
Breast-AdenoCA::SP96511	14761	0.505	392626543.643	2659891.224%	89116062.428	4771140.952%	0.73092	0.27
Breast-AdenoCA::SP5636	3175	0.597	84451546.377	2659891.224%	19168269.279	4600677.607%	0.52081	0.441
Breast-AdenoCA::SP5559	21520	0.398	572408591.504	2659891.224%	129921092.046	2329899.88%	0.94103	0.269
Breast-AdenoCA::SP3631	31634	0.326	841429989.946	2659891.224%	190981020.506	1624309.093%	1.60464	0.236
Breast-AdenoCA::SP5473	6243	0.575	166057009.143	2659891.224%	37690568.057	4572875.833%	0.54599	0.401
Breast-AdenoCA::SP8394	4452	0.569	118418357.313	2659891.224%	26877742.216	3442793.047%	0.46969	0.423
Breast-AdenoCA::SP6115	2342	0.554	62294652.477	2659891.224%	14139255.421	4661371.803%	0.5849	0.363
Breast-AdenoCA::SP7291	2800	0.644	74476954.285	2659891.224%	16904271.884	4385884.773%	0.47764	0.517
Breast-AdenoCA::SP2997	3654	0.596	97192425.342	2659891.224%	22060121.947	4753475.632%	0.5096	0.441
Breast-AdenoCA::SP8831	18109	0.554	481679701.837	2659891.224%	109328733.407	4847702.224%	0.68864	0.362
Breast-AdenoCA::SP2731	2791	0.655	74237564.075	2659891.224%	16849880.123	3630234.278%	0.45531	0.537
Breast-AdenoCA::SP6223	8351	0.542	222127516.155	2659891.224%	50417178.285	4948860.06%	0.66835	0.339
Breast-AdenoCA::SP7171	3846	0.65	102299416.493	2659891.224%	23219196.876	4094376.949%	0.39549	0.526
Breast-AdenoCA::SP10563	5004	0.542	133100956.872	2659891.224%	30210200.909	2770838.869%	0.48723	0.42
Breast-AdenoCA::SP8987	10898	0.558	289874945.642	2659891.224%	65794015.38	4643747.173%	0.67359	0.371
Breast-AdenoCA::SP5980	10286	0.511	273596411.348	2659891.224%	62099321.866	4957739.346%	0.72698	0.274
Breast-AdenoCA::SP12186	9593	0.454	255163365.162	2659891.224%	57914934.026	2267498.823%	0.86979	0.341
Breast-AdenoCA::SP10944	13609	0.507	361984596.737	2659891.224%	82160517.899	2804531.586%	0.63165	0.374
Breast-AdenoCA::SP2766	7809	0.517	207710905.718	2659891.224%	47145025.234	5152991.118%	0.70828	0.286
Breast-AdenoCA::SP6673	23022	0.503	612360157.695	2659891.224%	138989334.005	3423533.4%	0.68842	0.334
Breast-DCIS::SP117698	2114	0.567	56230100.485	2659891.224%	12762747.794	4393847.861%	0.5148	0.39
Breast-DCIS::SP124201	1768	0.56	47026876.848	2659891.224%	10673868.172	4646965.426%	0.52601	0.375
Breast-DCIS::SP2143	2133	0.582	56735479.818	2659891.224%	12877458.486	4589530.996%	0.53547	0.414
Breast-LobularCA::SP124191	2114	0.583	56230100.485	2659891.224%	12762749.701	4568977.448%	0.51085	0.415
Breast-LobularCA::SP117247	2903	0.56	77216642.246	2659891.224%	17526145.183	4469893.79%	0.51206	0.376
Breast-LobularCA::SP117362	2440	0.656	64901345.877	2659891.224%	14730825.685	3775620.874%	0.39371	0.537
Breast-LobularCA::SP117470	10260	0.558	272904839.63	2659891.224%	61942300.35	5002770.571%	0.63676	0.372
Breast-LobularCA::SP117586	1478	0.603	39313192.298	2659891.224%	8923043.349	4194727.093%	0.49428	0.451
Breast-LobularCA::SP117709	1803	0.564	47957838.777	2659891.224%	10885152.116	4058601.892%	0.50694	0.393
Breast-LobularCA::SP2157	1770	0.568	47080074.673	2659891.224%	10685918.303	3964660.431%	0.52098	0.403
Breast-LobularCA::SP3368	3003	0.57	79876533.471	2659891.224%	18129874.57	4630078.058%	0.56841	0.391
Breast-LobularCA::SP5666	5074	0.48	134962880.729	2659891.224%	30632871.898	2759852.59%	0.73423	0.342
Breast-LobularCA::SP2781	3301	0.551	87803009.319	2659891.224%	19928920.825	3651510.771%	0.51456	0.389
Breast-LobularCA::SP8532	16288	0.319	433243082.64	2659891.224%	98334229.603	1765353.99%	1.51634	0.217
Breast-LobularCA::SP12856	43929	0.379	1168463615.993	2659891.224%	265207265.547	1536578.009%	1.499	0.304
Breast-LobularCA::SP7456	2637	0.677	70141331.589	2659891.224%	15920175.952	4156165.608%	0.44781	0.568
CNS-GBM::SP24708	7719	0.367	205317003.616	2659891.224%	46601597.244	3153861.393%	0.72995	0.168
CNS-GBM::SP24301	7280	0.359	193640081.141	2659891.224%	43951252.098	3158584.903%	0.73513	0.158
CNS-GBM::SP27201	6750	0.346	179542657.651	2659891.224%	40751475.376	2863888.67%	0.78459	0.164
CNS-GBM::SP28791	3247	0.475	86366668.058	2659891.224%	19602991.314	4345151.571%	0.62112	0.239
CNS-GBM::SP23739	6661	0.446	177175354.461	2659891.224%	40214167.825	3755967.229%	0.59489	0.233
CNS-GBM::SP24702	7952	0.415	211514550.169	2659891.224%	48008343.075	4039123.51%	0.6816	0.166
CNS-GBM::SP25332	1746	0.45	46441700.779	2659891.224%	10541042.555	3565397.659%	0.62442	0.251
CNS-GBM::SP28335	8102	0.427	215504387.006	2659891.224%	48913890.053	3829326.761%	0.63001	0.2
CNS-GBM::SP26709	4420	0.45	117567192.121	2659891.224%	26684673.973	3774628.395%	0.60746	0.237
CNS-GBM::SP25350	6948	0.359	184809242.275	2659891.224%	41946876.654	3122096.694%	0.73153	0.16
CNS-GBM::SP25380	8189	0.377	217818492.371	2659891.224%	49439147.789	3476648.212%	0.72526	0.155
CNS-GBM::SP24565	5511	0.35	146586605.38	2659891.224%	33271343.787	3115394.056%	0.75526	0.149
CNS-GBM::SP25833	6940	0.46	184596450.978	2659891.224%	41898609.018	4272255.512%	0.6424	0.219
CNS-GBM::SP25905	6069	0.431	161428798.412	2659891.224%	36640141.049	3888356.359%	0.66552	0.201
CNS-GBM::SP26439	4918	0.455	130813450.419	2659891.224%	29691280.837	4491652.027%	0.63569	0.196
CNS-GBM::SP24236	10957	0.402	291444281.464	2659891.224%	66150283.36	3669836.884%	0.7383	0.176
CNS-GBM::SP23925	8219	0.446	218616459.738	2659891.224%	49620316.285	4543579.235%	0.68817	0.176
CNS-GBM::SP24815	11161	0.422	296870459.562	2659891.224%	67381844.303	3651331.3%	0.6766	0.206
CNS-GBM::SP27957	8484	0.346	225665171.483	2659891.224%	51220105.329	3007100.137%	0.77196	0.153
CNS-GBM::SP27603	8703	0.363	231490333.265	2659891.224%	52542292.659	3298749.859%	0.73511	0.151
CNS-GBM::SP27825	8425	0.375	224095835.661	2659891.224%	50863945.288	3479845.13%	0.74073	0.152
CNS-GBM::SP24135	8621	0.406	229309222.461	2659891.224%	52047165.155	3276402.377%	0.65491	0.21
CNS-GBM::SP26499	3530	0.398	93894160.223	2659891.224%	21311528.356	3516160.275%	0.66564	0.182
CNS-GBM::SP25518	10609	0.385	282187860.003	2659891.224%	64049283.188	3356184.239%	0.71446	0.177
CNS-GBM::SP28659	10020	0.367	266521100.691	2659891.224%	60493342.687	3218076.093%	0.70807	0.163
CNS-GBM::SP23622	5062	0.368	134643693.782	2659891.224%	30560622.804	3360559.169%	0.72304	0.153
CNS-GBM::SP27939	5699	0.319	151587200.882	2659891.224%	34406324.131	2665666.789%	0.8224	0.145
CNS-GBM::SP23754	3100	0.361	82456627.958	2659891.224%	18715499.137	3078656.854%	0.72512	0.166
CNS-GBM::SP29697	4171	0.383	110944062.972	2659891.224%	25181388.578	3124864.739%	0.68692	0.192
CNS-GBM::SP27339	5215	0.357	138713327.356	2659891.224%	31484297.205	3028357.0%	0.74463	0.165
CNS-GBM::SP29559	4957	0.513	131850807.996	2659891.224%	29926723.174	4882283.162%	0.59897	0.281
CNS-GBM::SP29331	7792	0.367	207258724.21	2659891.224%	47042353.118	3380809.179%	0.7246	0.15
CNS-GBM::SP26475	6028	0.448	160338243.01	2659891.224%	36392615.668	4072617.614%	0.65269	0.214
CNS-GBM::SP23775	11997	0.411	319107150.198	2659891.224%	72429060.879	3870983.557%	0.67395	0.173
CNS-GBM::SP28275	6148	0.36	163530112.48	2659891.224%	37117056.238	3041925.935%	0.71756	0.168
CNS-GBM::SP28581	7243	0.362	192655921.388	2659891.224%	43727857.895	3090272.48%	0.70984	0.167
CNS-GBM::SP23639	7153	0.36	190262019.286	2659891.224%	43184524.742	3198656.243%	0.73544	0.156
CNS-GBM::SP24391	6813	0.362	181218389.122	2659891.224%	41131849.118	3165790.035%	0.73587	0.161
CNS-GBM::SP28041	11281	0.339	300062329.031	2659891.224%	68106309.027	2905720.3%	0.79306	0.152
CNS-GBM::SP25494	245043	0.432	6517877253.154	2659891.224%	1479372825.685	1981589.0%	1.18852	0.335
CNS-GBM::SP26649	4957	0.309	131850807.996	2659891.224%	29926689.556	2653245.269%	0.84431	0.134
CNS-Medullo::SP78927	308	0.524	8192464.971	2659891.224%	1859468.734	3422399.5%	0.69303	0.362
CNS-Medullo::SP78913	1507	0.494	40084560.753	2659891.224%	9098157.727	4667195.026%	0.6828	0.254
CNS-Medullo::SP107375	4051	0.563	107752193.503	2659891.224%	24456923.646	4677575.876%	0.57315	0.379
CNS-Medullo::SP107408	2510	0.414	66763269.734	2659891.224%	15153494.854	3143959.797%	0.67825	0.232
CNS-Medullo::SP107439	1938	0.538	51548691.93	2659891.224%	11700207.139	4645573.633%	0.60946	0.335
CNS-Medullo::SP78816	653	0.517	17369089.696	2659891.225%	3942329.44	4422888.209%	0.68923	0.305
CNS-Medullo::SP78663	1729	0.582	45989519.271	2659891.224%	10438389.681	4014973.143%	0.54684	0.422
CNS-Medullo::SP78709	1349	0.534	35881932.618	2659891.224%	8144243.387	3856713.683%	0.58712	0.356
CNS-Medullo::SP107462	1436	0.639	38196037.983	2659891.224%	8669482.952	4582988.361%	0.57223	0.514
CNS-Medullo::SP78951	1119	0.536	29764182.802	2659891.224%	6755687.908	4378050.44%	0.59543	0.338
CNS-Medullo::SP107435	2850	0.414	75806899.897	2659891.224%	17206154.534	3074469.359%	0.6893	0.237
CNS-Medullo::SP78679	2484	0.514	66071698.016	2659891.224%	14996557.167	4614390.812%	0.68534	0.291
CNS-Medullo::SP107360	1496	0.392	39791972.718	2659891.224%	9031720.223	2871078.198%	0.75278	0.222
CNS-Medullo::SP78819	438	0.53	11650323.563	2659891.224%	2644319.901	4668709.091%	0.70155	0.319
CNS-Medullo::SP78821	2260	0.54	60113541.673	2659891.224%	13644208.31	4781352.807%	0.64455	0.336
CNS-Medullo::SP107552	572	0.508	15214577.804	2659891.224%	3453306.594	3869144.833%	0.68328	0.316
CNS-Medullo::SP78865	706	0.47	18778832.045	2659891.225%	4262303.034	3930435.397%	0.66912	0.256
CNS-Medullo::SP107470	938	0.469	24949779.685	2659891.224%	5662945.119	3848516.418%	0.70035	0.261
CNS-Medullo::SP78673	1151	0.458	30615347.994	2659891.225%	6948887.922	4118261.752%	0.65997	0.226
CNS-Medullo::SP78824	503	0.495	13379252.859	2659891.224%	3036740.013	4149806.765%	0.73321	0.282
CNS-Medullo::SP107550	443	0.555	11783318.124	2659891.224%	2674496.917	3743210.31%	0.6256	0.39
CNS-Medullo::SP78718	1603	0.644	42638056.328	2659891.224%	9677673.789	3801309.371%	0.57649	0.518
CNS-Medullo::SP107451	1112	0.52	29577990.416	2659891.224%	6713433.121	4580867.687%	0.70329	0.304
CNS-Medullo::SP107557	533	0.558	14177220.226	2659891.224%	3217851.329	4007625.579%	0.62354	0.385
CNS-Medullo::SP107358	1303	0.438	34658382.655	2659891.224%	7866551.381	3927046.445%	0.64846	0.209
CNS-Medullo::SP78731	769	0.47	20454563.516	2659891.224%	4642652.962	4145060.641%	0.70626	0.244
CNS-Medullo::SP107455	1428	0.507	37983246.685	2659891.224%	8621215.298	4865853.151%	0.66279	0.27
CNS-Medullo::SP107549	605	0.46	16092341.908	2659891.224%	3652541.859	4010393.674%	0.71567	0.236
CNS-Medullo::SP78814	1755	0.554	46681090.989	2659891.224%	10595387.119	4714091.991%	0.57178	0.362
CNS-Medullo::SP107357	3063	0.483	81472468.205	2659891.224%	18492090.723	3625224.221%	0.60199	0.294
CNS-Medullo::SP78919	838	0.519	22289888.461	2659891.224%	5059216.101	4025915.57%	0.59205	0.325
CNS-Medullo::SP107453	717	0.504	19071420.079	2659891.224%	4328712.588	4195915.369%	0.61912	0.294
CNS-Medullo::SP78719	118	0.34	3138671.645	2659891.225%	712396.623	2973486.054%	1.12642	0.148
CNS-Medullo::SP78662	1509	0.511	40137758.577	2659891.224%	9110230.205	4725149.408%	0.68359	0.283
CNS-Medullo::SP107457	1049	0.526	27902258.945	2659891.224%	6333079.26	4248666.759%	0.60311	0.326
CNS-Medullo::SP107404	1941	0.427	51628488.667	2659891.224%	11718288.021	3003238.318%	0.65879	0.258
CNS-Medullo::SP78714	770	0.473	20481162.428	2659891.224%	4648689.863	4138099.183%	0.67355	0.248
CNS-Medullo::SP107454	970	0.509	25800944.877	2659891.224%	5856132.208	3900622.458%	0.60422	0.317
CNS-Medullo::SP107359	2655	0.409	70620112.009	2659891.224%	16028885.789	2960984.79%	0.70208	0.238
CNS-Medullo::SP78664	1124	0.521	29897177.363	2659891.224%	6785879.932	4568813.359%	0.64497	0.306
CNS-Medullo::SP78931	433	0.485	11517329.002	2659891.224%	2614124.744	3291659.412%	0.73546	0.316
CNS-Medullo::SP78815	337	0.471	8963833.426	2659891.224%	2034553.627	3672575.201%	0.72082	0.274
CNS-Medullo::SP107466	1272	0.401	33833816.375	2659891.224%	7679380.206	3026522.718%	0.73819	0.222
CNS-Medullo::SP78901	928	0.513	24683790.563	2659891.224%	5602561.858	3634963.062%	0.65534	0.335
CNS-Medullo::SP107384	5132	0.503	136505617.639	2659891.224%	30983184.859	4046340.328%	0.56641	0.3
CNS-Medullo::SP107467	1289	0.543	34285997.883	2659891.224%	7782028.274	4790868.551%	0.6446	0.341
CNS-Medullo::SP78680	537	0.571	14283615.875	2659891.224%	3242003.149	4379086.575%	0.58709	0.397
CNS-Medullo::SP78672	604	0.456	16065742.996	2659891.225%	3646505.247	4036749.159%	0.78031	0.228
CNS-Medullo::SP107365	1143	0.43	30402556.696	2659891.224%	6900572.45	3153577.54%	0.66628	0.252
CNS-Medullo::SP78660	596	0.52	15852951.698	2659891.224%	3598204.978	4372475.909%	0.68918	0.313
CNS-Medullo::SP78659	735	0.372	19550200.5	2659891.224%	4437387.354	3364845.003%	0.75296	0.159
CNS-Medullo::SP107449	1577	0.544	41946484.61	2659891.224%	9520757.891	4742921.55%	0.68994	0.344
CNS-Medullo::SP78813	1551	0.535	41254912.891	2659891.224%	9363776.691	4181132.501%	0.58786	0.344
CNS-Medullo::SP78953	292	0.481	7766882.375	2659891.224%	1762879.286	4107501.795%	0.72633	0.263
CNS-Medullo::SP78804	2317	0.524	61629679.671	2659891.224%	13988322.669	4375861.493%	0.63769	0.319
CNS-Medullo::SP107460	1686	0.5	44845766.044	2659891.224%	10178817.907	4311974.694%	0.6094	0.281
CNS-Medullo::SP107548	1140	0.544	30322759.959	2659891.224%	6882467.274	4294167.777%	0.61621	0.355
CNS-Medullo::SP78730	1548	0.529	41175116.155	2659891.224%	9345656.766	3868850.552%	0.58754	0.348
CNS-Medullo::SP78727	1242	0.464	33035849.008	2659891.224%	7498284.081	4467223.024%	0.73254	0.213
CNS-Medullo::SP78822	2732	0.59	72668228.252	2659891.224%	16493761.964	4427731.911%	0.53621	0.427
CNS-Medullo::SP78818	772	0.533	20534360.253	2659891.224%	4660759.621	4283685.092%	0.60312	0.337
CNS-Medullo::SP78923	656	0.455	17448886.432	2659891.224%	3960444.501	4186319.919%	0.74444	0.216
CNS-Medullo::SP107405	3323	0.437	88388185.389	2659891.224%	20061765.229	3157251.014%	0.62761	0.26
CNS-Medullo::SP107437	2601	0.427	69183770.748	2659891.224%	15702909.218	3681961.898%	0.66224	0.211
CNS-Medullo::SP78675	1032	0.53	27450077.436	2659891.224%	6230444.681	4212645.755%	0.58723	0.334
CNS-Medullo::SP107371	2676	0.472	71178689.167	2659891.224%	16155675.508	3537980.452%	0.59102	0.284
CNS-Medullo::SP107556	1748	0.476	46494898.604	2659891.224%	10553121.752	3907545.317%	0.64062	0.267
CNS-Medullo::SP78807	1109	0.513	29498193.679	2659891.224%	6695310.749	3968257.886%	0.57419	0.319
CNS-Medullo::SP78945	786	0.521	20906745.024	2659891.224%	4745284.937	4471116.38%	0.66332	0.31
CNS-Medullo::SP107480	621	0.438	16517924.504	2659891.224%	3749138.878	3893751.556%	0.67747	0.211
CNS-Medullo::SP107448	988	0.465	26279725.298	2659891.224%	5964808.905	3869176.027%	0.62394	0.253
CNS-Medullo::SP107436	1116	0.534	29684386.065	2659891.224%	6737574.089	4253396.942%	0.56904	0.339
CNS-Medullo::SP79150	402	0.415	10692762.722	2659891.224%	2426973.751	3115090.969%	0.77502	0.234
CNS-Medullo::SP107546	1078	0.489	28673627.4	2659891.224%	6508143.266	3285851.64%	0.68011	0.322
CNS-Medullo::SP107459	729	0.378	19390607.026	2659891.224%	4401150.186	2667167.821%	0.78212	0.219
